word,syllables,count_syllables
0100010010,0100-010-010,3
0100010010010,0100-010-010-010,4
010001010010,0100-01-010-010,4
010001010010010,0100-01-010-010-010,5
0100010,0100-010,2
0100010010,0100-010-010,3
0100010,0100-010,2
0100010,0100-010,2
0100010,0100-010,2
010,010,1
010-010,010-010,2
0101001010,01-010-01-010,4
01010010,01-010-010,3
01010010010,01-010-010-010,4
01001,010-01,2
01001-01001,010-01-010-01,4
01001010,010-01-010,3
010010100,010-01-0100,3
01001010,010-01-010,3
010010010,010-010-010,3
010,010,1
010-010,010-010,2
010101,01-01-01,3
01001,010-01,2
01010010,01-010-010,3
0101001010,01-010-01-010,4
010100101,01-010-01-01,4
0101001010,01-010-01-010,4
01010010,01-010-010,3
01010010010,01-010-010-010,4
01010010,01-010-010,3
0101001001,01-010-010-01,4
010100,01-0100,2
010100-010100,01-0100-01-0100,4
01010001010,01-0100-01-010,4
010100010,01-0100-010,3
01010001010,01-0100-01-010,4
010100010010,01-0100-010-010,4
01010001010,01-0100-01-010,4
010100010,01-0100-010,3
01010,01-010,2
01010010,01-010-010,3
0100100,010-0100,2
010010010,010-010-010,3
010010010010,010-010-010-010,4
010010001,010-0100-01,3
0100100010,010-0100-010,3
01001010,010-01-010,3
010010010,010-010-010,3
0100100101010,010-010-01-01-010,5
010010010010,010-010-010-010,4
01001010,010-01-010,3
01001010010,010-01-010-010,4
0100101001,010-01-010-01,4
01001010,010-01-010,3
01001,010-01,2
010010,010-010,2
0101,01-01,2
01010100,01-01-0100,3
0101010,01-01-010,3
0101010010,01-01-010-010,4
0101010010,01-01-010-010,4
010100100,01-010-0100,3
01010010,01-010-010,3
01010010,01-010-010,3
0101001010,01-010-01-010,4
01010,01-010,2
0100101,010-01-01,3
0100101010010,010-01-01-010-010,5
0100101010,010-01-01-010,4
01001010,010-01-010,3
010010,010-010,2
010010010,010-010-010,3
010010,010-010,2
0100101,010-01-01,3
0100101010,010-01-01-010,4
01001001010,010-010-01-010,4
010010010,010-010-010,3
010010010010,010-010-010-010,4
010010010,010-010-010,3
01001001,010-010-01,3
010,010,1
0100,0100,1
010010,010-010,2
010010,010-010,2
01001010,010-01-010,3
010010010,010-010-010,3
01001010,010-01-010,3
011-01001,01-1-010-01,4
010,010,1
010-010,010-010,2
0101001010,01-010-01-010,4
01010,01-010,2
01010-01010,01-010-01-010,4
0101001010,01-010-01-010,4
01010010,01-010-010,3
01010010010,01-010-010-010,4
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
01010010,01-010-010,3
01010,01-010,2
0101001,01-010-01,3
0101001010,01-010-01-010,4
0101001010,01-010-01-010,4
01010010,01-010-010,3
0101001010,01-010-01-010,4
0101001010010,01-010-01-010-010,5
0101001010,01-010-01-010,4
0101001,01-010-01,3
01010010,01-010-010,3
01010,01-010,2
01010010,01-010-010,3
0101001001,01-010-010-01,4
01001,010-01,2
01001-01010,010-01-01-010,4
01001010010,010-01-010-010,4
01001010,010-01-010,3
0100101001010,010-01-010-01-010,5
0100101010,010-01-01-010,4
01001010010,010-01-010-010,4
01001010,010-01-010,3
01001010010,010-01-010-010,4
0101010,01-01-010,3
0101010010,01-01-010-010,4
0101010,01-01-010,3
01010010,01-010-010,3
01010010010,01-010-010-010,4
0101001010,01-010-01-010,4
0101010,01-01-010,3
010010,010-010,2
010010,010-010,2
0100100100101,010-010-010-01-01,5
01001001001,010-010-010-01,4
010010010,010-010-010,3
01010,01-010,2
010,010,1
010-010,010-010,2
010-010,010-010,2
01001010,010-01-010,3
010010,010-010,2
01001010,010-01-010,3
01001010,010-01-010,3
010010010,010-010-010,3
010010010010,010-010-010-010,4
0101001010,01-010-01-010,4
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
0101001010,01-010-01-010,4
01010010,01-010-010,3
01001,010-01,2
01001,010-01,2
0100101,010-01-01,3
0100101010,010-01-01-010,4
0100101,010-01-01,3
01001010,010-01-010,3
01001010010,010-01-010-010,4
010010,010-010,2
00010010,00010-010,2
0100,0100,1
00001010,00001-010,2
01,01,1
010101,01-01-01,3
01010,01-010,2
0101,01-01,2
010101010,01-01-01-010,4
010101,01-01-01,3
0101010,01-01-010,3
0101,01-01,2
0101010,01-01-010,3
0101010010,01-01-010-010,4
0101010101,01-01-01-01-01,5
0101010,01-01-010,3
0101010010,01-01-010-010,4
010,010,1
01010,01-010,2
01010101,01-01-01-01,4
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
01010010010,01-010-010-010,4
01010010,01-010-010,3
01010101,01-01-01-01,4
0110,01-10,2
0110010,01-10-010,3
0101,01-01,2
01010,01-010,2
01010,01-010,2
0101,01-01,2
0101010,01-01-010,3
010,010,1
0101,01-01,2
0101010,01-01-010,3
010101,01-01-01,3
0101010,01-01-010,3
0101010,01-01-010,3
0101010,01-01-010,3
0101010010,01-01-010-010,4
0101010,01-01-010,3
010101,01-01-01,3
0101010,01-01-010,3
0101010010,01-01-010-010,4
0101010,01-01-010,3
0101010,01-01-010,3
010010,010-010,2
01001,010-01,2
0101,01-01,2
010110-1010,01-01-10-1-010,5
0101001010010,01-010-01-010-010,5
010,010,1
010-010,010-010,2
010-010,010-010,2
010-0100,010-0100,2
010-01010,010-01-010,3
010-010,010-010,2
010-010010,010-010-010,3
010-0101010,010-01-01-010,4
010-010,010-010,2
010-010,010-010,2
0101010,01-01-010,3
0100100,010-0100,2
0100101,010-01-01,3
010010,010-010,2
010010010,010-010-010,3
01001010,010-01-010,3
010010,010-010,2
010010,010-010,2
0100101,010-01-01,3
0100101010,010-01-01-010,4
01001010,010-01-010,3
0100101,010-01-01,3
01001010,01-001-010,3
01000010,01000-010,2
01000010010,01000-010-010,3
01001010,010-01-010,3
0101-010101,01-01-01-01-01,5
01010,01-010,2
01010,01-010,2
01010010,01-010-010,3
0101010,01-01-010,3
01010010,01-010-010,3
010010,010-010,2
010010-0101010,010-010-01-01-010,5
010010010,010-010-010,3
01001010,010-01-010,3
01001010010,010-01-010-010,4
01001010,010-01-010,3
010010010,010-010-010,3
01001001010010,010-010-01-010-010,5
01001001010,010-010-01-010,4
010010010010,010-010-010-010,4
01001001010,010-010-01-010,4
01001010,010-01-010,3
01001010010,010-01-010-010,4
010010010,010-010-010,3
01001,010-01,2
01001-010010,010-01-010-010,4
01001010,010-01-010,3
010010,010-010,2
01001010,010-01-010,3
01001010010,010-01-010-010,4
01010,01-010,2
010101,01-01-01,3
010101,01-01-01,3
010010010,010-010-010,3
0100101,010-01-01,3
01001010,010-01-010,3
01001010,010-01-010,3
01001010010,010-01-010-010,4
01001010,010-01-010,3
01001010010,010-01-010-010,4
01001010101,010-01-01-01-01,5
010010,010-010,2
01001001010,010-010-01-010,4
010010010010,010-010-010-010,4
01001001001010,010-010-010-01-010,5
010010010010010,010-010-010-010-010,5
01001001001010,010-010-010-01-010,5
01001001010,010-010-01-010,4
010010010,010-010-010,3
01001001,010-010-01,3
01001001010,010-010-01-010,4
010010,010-010,2
0100100101,010-010-01-01,4
0100100101010,010-010-01-01-010,5
010010,010-010,2
01001001010,010-010-01-010,4
01001001010010,010-010-01-010-010,5
01010,01-010,2
010101,01-01-01,3
010101010,01-01-01-010,4
01010010,01-010-010,3
01010,01-010,2
01010010,01-010-010,3
01010010,01-010-010,3
01010,01-010,2
010100101,01-010-01-01,4
01010010,01-010-010,3
010100101,01-010-01-01,4
0110,01-10,2
0100101010,010-01-01-010,4
01010,01-010,2
0101010,01-01-010,3
010010,010-010,2
01010,01-010,2
01001010,010-01-010,3
01010,01-010,2
010,010,1
010-010101,010-01-01-01,4
010-010101,010-01-01-01,4
010010,010-010,2
010010,010-010,2
010101,01-01-01,3
010101010,01-01-01-010,4
01001010,010-01-010,3
01001010,010-01-010,3
010010010,010-010-010,3
010010010010,010-010-010-010,4
010010,010-010,2
01001010,010-01-010,3
010010010,010-010-010,3
010010010,010-010-010,3
01001001010010,010-010-01-010-010,5
01001001010,010-010-01-010,4
010010010010,010-010-010-010,4
01001001010,010-010-01-010,4
01001010,010-01-010,3
0100101001,010-01-010-01,4
01001,010-01,2
01001-010010,010-01-010-010,4
01001010010,010-01-010-010,4
01001010,010-01-010,3
010010,010-010,2
0100101,010-01-01,3
010010,010-010,2
010010010,010-010-010,3
0100100101,010-010-01-01,4
010010,010-010,2
01010,01-010,2
010101,01-01-01,3
010101010,01-01-01-010,4
010101010010,01-01-01-010-010,5
010101010,01-01-01-010,4
010101010010,01-01-01-010-010,5
01010101,01-01-01-01,4
01010101010,01-01-01-01-010,5
010101010,01-01-01-010,4
010101,01-01-01,3
0101,01-01,2
0101010,01-01-010,3
0101010,01-01-010,3
010101001,01-01-010-01,4
0101,01-01,2
0101010010,01-01-010-010,4
0101010010,01-01-010-010,4
010101010,01-01-01-010,4
010101010,01-01-01-010,4
0101010010,01-01-010-010,4
010101010,01-01-01-010,4
0101010,01-01-010,3
0101,01-01,2
0101010010,01-01-010-010,4
01010,01-010,2
010100,01-0100,2
010100010,01-0100-010,3
010010,010-010,2
01001001,010-010-01,3
010,010,1
0101,01-01,2
010101-01001,01-01-01-010-01,5
0101010,01-01-010,3
0101010,01-01-010,3
01010010,01-010-010,3
01010010010,01-010-010-010,4
0101010,01-01-010,3
01010,01-010,2
0101010,01-01-010,3
01010010,01-010-010,3
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
0101001010,01-010-01-010,4
0101010,01-01-010,3
010101010,01-01-01-010,4
0101010010,01-01-010-010,4
0101010,01-01-010,3
0101010010,01-01-010-010,4
0101001,01-010-01,3
01010010,01-010-010,3
0101001010010,01-010-01-010-010,5
01010010010,01-010-010-010,4
0101001010,01-010-01-010,4
0101010,01-01-010,3
010101001,01-01-010-01,4
0101010010,01-01-010-010,4
0100,0100,1
0101010,01-01-010,3
010101,01-01-01,3
01001,010-01,2
01001001,010-010-01,3
01001010,010-01-010,3
01001,010-01,2
01001010,010-01-010,3
0101,01-01,2
010,010,1
0101,01-01,2
01010101,01-01-01-01,4
01010101010,01-01-01-01-010,5
0101010,01-01-010,3
0101010010,01-01-010-010,4
010101010,01-01-01-010,4
0101010,01-01-010,3
010101010,01-01-01-010,4
0101010010,01-01-010-010,4
0101010,01-01-010,3
0101010,01-01-010,3
01010100,01-01-0100,3
01011010,01-01-1-010,4
01001,010-01,2
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
01010010,01-010-010,3
01001,010-01,2
0100101,010-01-01,3
01001010010,010-01-010-010,4
0101010,01-01-010,3
01000101,0100-01-01,3
010,010,1
0101,01-01,2
0101-0101,01-01-01-01,4
01001010,010-01-010,3
010010,010-010,2
010010,010-010,2
010010010010,010-010-010-010,4
010010010010,010-010-010-010,4
010010010,010-010-010,3
0101,01-01,2
010101010,01-01-01-010,4
010101,01-01-01,3
010101010,01-01-01-010,4
010101010010,01-01-01-010-010,5
0101010101,01-01-01-01-01,5
010101010,01-01-01-010,4
010,010,1
0101,01-01,2
01010,01-010,2
0101001010,01-010-01-010,4
0101001,01-010-01,3
010100101,01-010-01-01,4
0101001010,01-010-01-010,4
01010010,01-010-010,3
010101,01-01-01,3
0101010,01-01-010,3
010010,010-010,2
010010,010-010,2
01001,010-01,2
0101,01-01,2
0101-0101,01-01-01-01,4
0101010,01-01-010,3
0101,01-01,2
0101010010,01-01-010-010,4
010101010,01-01-01-010,4
0101010,01-01-010,3
01010,01-010,2
0100,0100,1
0100-0100,0100-0100,2
0100-010,0100-010,2
0100-01001,0100-010-01,3
01001,010-01,2
01001010,010-01-010,3
010010,010-010,2
010010-010010,010-010-010-010,4
01001001,010-010-01,3
01001001010,010-010-01-010,4
0100101010,010-01-01-010,4
01001010,010-01-010,3
01000101,0100-01-01,3
010001010,0100-01-010,3
010001010,0100-01-010,3
0100010010,0100-010-010,3
0100010,0100-010,2
0100010010,0100-010-010,3
010001001010,0100-010-01-010,4
0100010010010,0100-010-010-010,4
0100010,0100-010,2
010001-010,0100-01-010,3
01000101001010,0100-01-010-01-010,5
01000101001010,0100-01-010-01-010,5
0100101001010,010-01-010-01-010,5
010001010001,0100-01-0100-01,4
01010,01-010,2
0101001,01-010-01,3
0101001010,01-010-01-010,4
0101000,01-01000,2
01010010,01-010-010,3
01010010,01-010-010,3
01010010010,01-010-010-010,4
01001010,010-01-010,3
010010101,010-01-01-01,4
0100101010,010-01-01-010,4
01010,01-010,2
01010010,01-010-010,3
01010,01-010,2
0101001,01-010-01,3
0101001,01-010-01,3
01010,01-010,2
010,010,1
0101010,01-01-010,3
01001010,010-01-010,3
010010,010-010,2
010010,010-010,2
010010-010010,010-010-010-010,4
01001001010,010-010-01-010,4
010010010010,010-010-010-010,4
0100100101,010-010-01-01,4
010010,010-010,2
01010,01-010,2
0100100,010-0100,2
0101,01-01,2
0101010,01-01-010,3
0101001001,01-010-010-01,4
01011000101,01-01-100-01-01,5
01010,01-010,2
01010,01-010,2
01010010,01-010-010,3
0101001,01-010-01,3
0101010,01-01-010,3
0101010010,01-01-010-010,4
01010010,01-010-010,3
0101010010,01-01-010-010,4
010100,01-0100,2
010100010,01-0100-010,3
010010,010-010,2
01001001,010-010-01,3
01001001010,010-010-01-010,4
0100100101,010-010-01-01,4
010010,010-010,2
0100101010,010-01-01-010,4
010010101001,010-01-01-010-01,5
010010101001010,010-01-01-010-01-010,6
01001,010-01,2
01001010,010-01-010,3
0100101-01001,010-01-01-010-01,5
0100101010,010-01-01-010,4
010101010010,01-01-01-010-010,5
01010101010,01-01-01-01-010,5
01010100101,01-01-010-01-01,5
010101001010,01-01-010-01-010,5
010101010010,01-01-01-010-010,5
01010101010,01-01-01-01-010,5
010101001010,01-01-010-01-010,5
01001001,010-010-01,3
010010,010-010,2
010010010010,010-010-010-010,4
01010,01-010,2
01010,01-010,2
010100010010010,01-0100-010-010-010,5
01010001001010,01-0100-010-01-010,5
010,010,1
010010,010-010,2
010010,010-010,2
010010,010-010,2
010001,0100-01,2
010010010,010-010-010,3
010010010,010-010-010,3
01001010010,010-01-010-010,4
010010100101,010-01-010-01-01,5
01001010,010-01-010,3
010010010,010-010-010,3
01001010,010-01-010,3
010010,010-010,2
01001010,010-01-010,3
010010010,010-010-010,3
01001010,010-01-010,3
01001,010-01,2
01001001,010-010-01,3
010010010,010-010-010,3
010010010010,010-010-010-010,4
01001001,010-010-01,3
010010,010-010,2
010010010,010-010-010,3
01010,01-010,2
0101001,01-010-01,3
01010010,01-010-010,3
01010010,01-010-010,3
0100101,010-01-01,3
010010010,010-010-010,3
010010,010-010,2
01001001010,010-010-01-010,4
010010010010,010-010-010-010,4
010010010010010,010-010-010-010-010,5
01001001,010-010-01,3
01001001010,010-010-01-010,4
010010010,010-010-010,3
010010010010,010-010-010-010,4
0100,0100,1
010010,010-010,2
010010100,010-01-0100,3
010010100101,010-01-010-01-01,5
01001010001,010-01-0100-01,4
010010010,010-010-010,3
01001,010-01,2
01001010,010-01-010,3
01001010010,010-01-010-010,4
0100101,010-01-01,3
0100101010,010-01-01-010,4
01001010,010-01-010,3
010001,0100-01,2
010,010,1
0101,01-01,2
010101010,01-01-01-010,4
0101010,01-01-010,3
0101010010,01-01-010-010,4
010101,01-01-01,3
01010010,01-010-010,3
01001,010-01,2
01010010,01-010-010,3
0101001001010,01-010-010-01-010,5
01010,01-010,2
010101,01-01-01,3
010100100,01-010-0100,3
010100100010,01-010-0100-010,4
01010010,01-010-010,3
01010010010,01-010-010-010,4
01010010,01-010-010,3
010100100,01-010-0100,3
01010010010010,01-010-010-010-010,5
010100100010,01-010-0100-010,4
010100100,01-010-0100,3
0101001001,01-010-010-01,4
010101,01-01-01,3
01010,01-010,2
0101001,01-010-01,3
01010010,01-010-010,3
01010010010,01-010-010-010,4
010100101,01-010-01-01,4
01010-01010,01-010-01-010,4
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
010101,01-01-01,3
010010,010-010,2
010010,010-010,2
010010,010-010,2
010,010,1
010010,010-010,2
010010010,010-010-010,3
0100100,010-0100,2
010010,010-010,2
010010,010-010,2
010010,010-010,2
01001010,010-01-010,3
010010,010-010,2
0100,0100,1
0100010,0100-010,2
01001,010-01,2
00101,001-01,2
01001,010-01,2
01001010,010-01-010,3
0100101001,010-01-010-01,4
01001010010,010-01-010-010,4
0101001,01-010-01,3
01010010,01-010-010,3
0101001001,01-010-010-01,4
01010010010,01-010-010-010,4
010101,01-01-01,3
01010,01-010,2
01010-0010,01-010-0010,3
0101001,01-010-01,3
0101001010,01-010-01-010,4
0101001,01-010-01,3
01010010,01-010-010,3
01010010,01-010-010,3
01010010010,01-010-010-010,4
0101,01-01,2
010101,01-01-01,3
01010101,01-01-01-01,4
010101010,01-01-01-010,4
0101010,01-01-010,3
0101010010,01-01-010-010,4
0101010010010,01-01-010-010-010,5
010101001,01-01-010-01,4
0101010010,01-01-010-010,4
0101001,01-010-01,3
010100101,01-010-01-01,4
0101001010,01-010-01-010,4
01010,01-010,2
010101,01-01-01,3
01010010,01-010-010,3
010101,01-01-01,3
0100,0100,1
01001001001,010-010-010-01,4
01010,01-010,2
0101001,01-010-01,3
0101001010,01-010-01-010,4
0101001010,01-010-01-010,4
0101001010010,01-010-01-010-010,5
01010010,01-010-010,3
01010010010,01-010-010-010,4
01010010,01-010-010,3
010100101,01-010-01-01,4
01010010,01-010-010,3
01010010010,01-010-010-010,4
0101010,01-01-010,3
0101010,01-01-010,3
010011010,010-01-1-010,4
0101010,01-01-010,3
01010010,01-010-010,3
010010,010-010,2
010010,010-010,2
010010010,010-010-010,3
01010,01-010,2
01010,01-010,2
0101000,01-01000,2
0101000010,01-01-000010,3
010101010,01-01-01-010,4
0100101,010-01-01,3
010100101,01-010-01-01,4
01010,01-010,2
0101001,01-010-01,3
01010010,01-010-010,3
0101,01-01,2
010010,010-010,2
010010010,010-010-010,3
0100,0100,1
010010,010-010,2
0100010,0100-010,2
010001,0100-01,2
0100010,0100-010,2
0100101,010-01-01,3
0100101010,010-01-01-010,4
010,010,1
01010,01-010,2
01010010,01-010-010,3
01010010010,01-010-010-010,4
010100101,01-01-001-01,4
010100101010,01-01-001-01-010,5
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
01010010,01-010-010,3
0101001,01-010-01,3
01010010,01-010-010,3
01010010,01-010-010,3
0101,01-01,2
0101-0101010,01-01-01-01-010,5
0101-01001010,01-01-010-01-010,5
0101001,01-010-01,3
01010,01-010,2
0101001,01-010-01,3
010101010,01-01-01-010,4
010010,010-010,2
01010,01-010,2
01010010,01-010-010,3
0101010,01-01-010,3
010101001010,01-01-010-01-010,5
0101010010010,01-01-010-010-010,5
010101001,01-01-010-01,4
01010100101,01-01-010-01-01,5
0101010,01-01-010,3
010010,010-010,2
0100,0100,1
01001,010-01,2
0100010,0100-010,2
0100,0100,1
010010,010-010,2
0100010,0100-010,2
0100010,0100-010,2
01010,01-010,2
01001010,010-01-010,3
0100101,010-01-01,3
0100101010,010-01-01-010,4
01100001010,01-1-00001-010,4
011010,01-1-010,3
010,010,1
010101,01-01-01,3
010101010,01-01-01-010,4
01010101,01-01-01-01,4
01010101010,01-01-01-01-010,5
01010101010,01-01-01-01-010,5
0100100,010-0100,2
0100100010,010-0100-010,3
010010,010-010,2
010010,010-010,2
01010010,01-010-010,3
010010010,010-010-010,3
010010,010-010,2
010010010,010-010-010,3
0101,01-01,2
0101010,01-01-010,3
010101,01-01-01,3
010101010,01-01-01-010,4
010101,01-01-01,3
01011,01-01-1,3
0101101,01-01-1-01,4
01011010,01-01-1-010,4
01011010,01-01-1-010,4
01010,01-010,2
0101001010,01-010-01-010,4
01010010,01-010-010,3
01010010010,01-010-010-010,4
0101001010,01-010-01-010,4
0101001010,01-010-01-010,4
0101001010,01-010-01-010,4
01010-01010,01-010-01-010,4
01010-01010,01-010-01-010,4
0101001010,01-010-01-010,4
01010010,01-010-010,3
01010010010,01-010-010-010,4
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
0101001010,01-010-01-010,4
01010010-01010010,01-010-010-01-010-010,6
01010010,01-010-010,3
0101001010,01-010-01-010,4
01001,010-01,2
01001010,010-01-010,3
0100101010010,010-01-01-010-010,5
010010,010-010,2
010010010,010-010-010,3
01001001010,010-010-01-010,4
01001010,010-01-010,3
0100100101,010-010-01-01,4
0101010,01-01-010,3
0101010100,01-01-01-0100,4
0101010101,01-01-01-01-01,5
0101001010,01-010-01-010,4
01010010101,01-010-01-01-01,5
01010010,01-010-010,3
0101001010,01-010-01-010,4
0101001010,01-010-01-010,4
010100101,01-010-01-01,4
01010010,01-010-010,3
01001,010-01,2
01001010,010-01-010,3
010010,010-010,2
010010010,010-010-010,3
010010,010-010,2
010010010,010-010-010,3
010,010,1
010101,01-01-01,3
010101-01010,01-01-01-01-010,5
010101010010,01-01-01-010-010,5
010101001,01-01-010-01,4
0101010,01-01-010,3
0101010,01-01-010,3
01010100101010,01-01-010-01-01-010,6
010101010010,01-01-01-010-010,5
0101010,01-01-010,3
0101010101,01-01-01-01-01,5
01010100101,01-01-010-01-01,5
01010,01-010,2
0101000,01-01000,2
0101000010,01-01000-010,3
01010010,01-010-010,3
01010011,01-010-01-1,4
010101001,01-01-010-01,4
010101001010,01-01-010-01-010,5
010101,01-01-01,3
010101-010101,01-01-01-01-01-01,6
01010101,01-01-01-01,4
01010101010,01-01-01-01-010,5
010101010,01-01-01-010,4
01010101001001,01-01-01-010-010-01,6
01010101010,01-01-01-01-010,5
01010101010,01-01-01-01-010,5
010101010,01-01-01-010,4
01010101010,01-01-01-01-010,5
010101010010,01-01-01-010-010,5
01010101010,01-01-01-01-010,5
010101010,01-01-01-010,4
0101010101,01-01-01-01-01,5
010101010,01-01-01-010,4
01001010,010-01-010,3
010010,010-010,2
0100101,010-01-01,3
0100101010,010-01-01-010,4
01001010010,010-01-010-010,4
0100101010,010-01-01-010,4
01001010,010-01-010,3
0100101,010-01-01,3
01001010010,010-01-010-010,4
0101001,01-010-01,3
010101010010,01-01-01-010-010,5
01010010,01-010-010,3
010100101,01-010-01-01,4
01010101,01-01-01-01,4
0101001010,01-010-01-010,4
010100101010,01-010-01-01-010,5
01010010010,01-010-010-010,4
0101001001010,01-010-010-01-010,5
010100,01-0100,2
0101001010,01-010-01-010,4
01010001010,01-0100-01-010,4
010100010010,01-0100-01-0010,4
010100010,01-0100-010,3
01010001,01-0100-01,3
01010001001,01-0100-010-01,4
01010010100,01-010-01-0100,4
01010,01-010,2
0101010010,01-01-010-010,4
0101010,01-01-010,3
010101,01-01-01,3
010101010,01-01-01-010,4
010101010010,01-01-01-010-010,5
01010101,01-01-01-01,4
0101010,01-01-010,3
010101,01-01-01,3
01010,01-010,2
01010-01001,01-010-010-01,4
0101001010,01-010-01-010,4
010101,01-01-01,3
01010,01-010,2
010100101,01-010-01-01,4
01010010,01-010-010,3
0101001,01-010-01,3
0101001010,01-010-01-010,4
01010,01-010,2
0101001,01-010-01,3
0100101,010-01-01,3
01001001,010-010-01,3
01001,010-01,2
0100101010,010-01-01-010,4
01001010,010-01-010,3
010010010,010-010-010,3
010010010101,010-010-01-01-01,5
01001001010,010-010-01-010,4
0100100100101,010-010-010-01-01,5
01001001010,010-010-01-010,4
01001,010-01,2
01001-010,010-01-010,3
01001-0101,010-01-01-01,4
010010101,010-01-01-01,4
0100101010,010-01-01-010,4
010010100,010-01-0100,3
0100101010,010-01-01-010,4
01001010,010-01-010,3
010011010,010-01-1-010,4
010010,010-010,2
010010010,010-010-010,3
0100101010,010-01-01-010,4
0100101010010,010-01-01-010-010,5
0100101,010-01-01,3
01001001010,010-010-01-010,4
01001001010,010-010-01-010,4
010010010010,010-010-010-010,4
01001001010,010-010-01-010,4
010010010,010-010-010,3
010010010010,010-010-010-010,4
0100101,010-01-01,3
01001010,010-01-010,3
01001101,010-01-1-01,4
01001010,010-01-010,3
01001010010,010-01-010-010,4
01001010,010-01-010,3
010010100,010-01-0100,3
0100101001,010-01-010-01,4
01001010,010-01-010,3
01001010101,010-01-01-01-01,5
0100101010,010-01-01-010,4
0100101010010,010-01-01-010-010,5
01001010,010-01-010,3
01001010,010-01-010,3
010010010,010-010-010,3
01001001010,010-010-01-010,4
010010010101,010-010-01-01-01,5
010010,010-010,2
0100010,0100-010,2
0100010,0100-010,2
010010010,010-010-010,3
010010,010-010,2
01001010,010-01-010,3
010010010100101,010-010-01-010-01-01,6
010101010,01-01-01-010,4
01010,01-010,2
0101010,01-01-010,3
010101001,01-01-010-01,4
01010,01-010,2
0101001010,01-010-01-010,4
0101001010010,01-010-01-010-010,5
0101001,01-010-01,3
0101010,01-01-010,3
010101010,01-01-01-010,4
0101010100,01-01-01-0100,4
010101010010,01-01-01-010-010,5
0101010100101,01-01-01-010-01-01,6
01010101,01-01-01-01,4
01010101010010,01-01-01-01-010-010,6
0101010101,01-01-01-01-01,5
0101010101010,01-01-01-01-01-010,6
01010101010,01-01-01-01-010,5
01010101010010,01-01-01-01-010-010,6
01010101010,01-01-01-01-010,5
0101010100101,01-01-01-010-01-01,6
01010101010,01-01-01-01-010,5
0101001010,01-010-01-010,4
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
01010010,01-010-010,3
0101001010,01-010-01-010,4
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
0101001010,01-010-01-010,4
01001010010,010-01-010-010,4
01001010010,010-01-010-010,4
0100100,010-0100,2
0100101010010,010-01-01-010-010,5
01001010,010-01-010,3
010010100101,010-01-010-01-01,5
010010100101010,010-01-010-01-01-010,6
01001010,010-01-010,3
010010,010-010,2
010010,010-010,2
010010010010,010-010-010-010,4
01001001,010-010-01,3
01001,010-01,2
01001-01001,010-01-010-01,4
01001-01001,010-01-010-01,4
0100101010,010-01-01-010,4
0100101001001,010-01-010-010-01,5
01001010,010-01-010,3
01001010010,010-01-010-010,4
0100101010,010-01-01-010,4
0100101010010,010-01-01-010-010,5
0100101010,010-01-01-010,4
0100101,010-01-01,3
01001010,010-01-010,3
010010100,010-01-0100,3
010010100010,010-01-0100-010,4
010010,010-010,2
010010010,010-010-010,3
01001001010,010-010-01-010,4
01001001,010-010-01,3
0100101010,010-01-01-010,4
010010101001010,010-01-01-010-01-010,6
0100101010010,010-01-01-010-010,5
01001001010,010-010-01-010,4
01001001010,010-010-01-010,4
010010010010,010-010-010-010,4
01001001010,010-010-01-010,4
010010010,010-010-010,3
010010010010,010-010-010-010,4
01001001010,010-010-01-010,4
010010010010,010-010-010-010,4
010010010,010-010-010,3
0100100101,010-010-01-01,4
01001010,010-01-010,3
010011010,010-01-1-010,4
0100101010,010-01-01-010,4
01001010,010-01-010,3
01001010,010-01-010,3
01001010001,010-01-0100-01,4
01001010,010-01-010,3
01001010010,010-01-010-010,4
01001010,010-01-010,3
01001010,010-01-010,3
01001010,010-01-010,3
01001010,010-01-010,3
010010100,010-01-0100,3
01001010001,010-01-0100-01,4
0100101,010-01-01,3
01001001,010-010-01,3
010010,010-010,2
010010010,010-010-010,3
0100100,010-0100,2
010010100,010-01-0100,3
01001010,010-01-010,3
010010,010-010,2
01001010,010-01-010,3
010010,010-010,2
010010010,010-010-010,3
010010,010-010,2
010,010,1
010-010,010-010,2
010-01010,010-01-010,3
010-01010,010-01-010,3
010-0100,010-0100,2
010-0100010,010-0100-010,3
010-0100010,010-0100-010,3
01010101,01-01-01-01,4
0101010,01-01-010,3
0101010010,01-01-010-010,4
0101010010,01-01-010-010,4
010101001010,01-01-010-01-010,5
0101010010010,01-01-010-010-010,5
010100,01-0100,2
010100101,01-010-01-01,4
010100101010,01-010-01-01-010,5
010100,01-0100,2
01010,01-010,2
010100100,01-010-0100,3
0101001001,01-010-010-01,4
0101001001010,01-010-010-01-010,5
010101001,01-01-010-01,4
0101001,01-010-01,3
01010010,01-010-010,3
01010010,01-010-010,3
010101001,01-01-010-01,4
0101010,01-01-010,3
