word,syllables
jazolaw,ja-zo-law
jazolov,ja-zo-lov
jazolovwi,ja-zo-lov-wi
jazosiz,ja-zo-siz
jazoyi,ja-zo-yi
jazoyil,ja-zo-yil
jazoyir,ja-zo-yir
jazval,jaz-val
jazza,jaz-za
jazzasi,jaz-za-si
jek,jek
jekiriw,je-ki-riw
jekiriwmoq,je-ki-riw-moq
jekirmoq,je-kir-moq
jekirtiriw,je-kir-ti-riw
jekiruv,je-ki-ruv
jekpot,jek-pot
jel,jel
jela,je-la
jelak,je-lak
jelatin,je-la-tin
jelatina,je-la-ti-na
jelatka,je-lat-ka
jele,je-le
jelkillak,jel-kil-lak
jem,jem
jemper,jem-per
jemsonit,jem-so-nit
jenevit,je-ne-vit
jentlmen,jen-tlmen
jentlmenlik,jen-tlmen-lik
jenwen,jen-wen
jeoda,je-o-da
jerex,je-rex
jerkiw,jer-kiw
jerkmoq,jerk-moq
jerkuv,jer-kuv
jersi,jer-si
jeton,je-ton
jeva,je-va
jevak,je-vak
jevakwi,je-vak-wi
jevakwilik,je-vak-wi-lik
jevawi,je-va-wi
jevawilik,je-va-wi-lik
jevaxona,je-va-xo-na
jez,jez
jezburqalam,jez-bur-qa-lam
jezl,jezl
jezlaw,jez-law
jezna,jez-na
jezolit,je-zo-lit
jezoyna,je-zoy-na
jgut,jgut
jibilajibonsimonlar,ji-bi-la-ji-bon-si-mon-lar
jibilliy,ji-bil-liy
jiblajibon,jib-la-ji-bon
jibonat,ji-bo-nat
jidd,jidd
jiddiy,jid-diy
jiddiyat,jid-di-yat
jiddiylaniw,jid-diy-la-niw
jiddiylanmoq,jid-diy-lan-moq
jiddiylawmoq,jid-diy-law-moq
jiddiylawtirilmoq,jid-diy-law-ti-ril-moq
jiddiylawtiriw,jid-diy-law-ti-riw
jiddiylawtirmoq,jid-diy-law-tir-moq
jiddiylawtiruv,jid-diy-law-ti-ruv
jiddiylawuv,jid-diy-la-wuv
jiddiylik,jid-diy-lik
jiddiyroq,jid-diy-roq
jig,jig
jigar,ji-gar
jigarband,ji-gar-band
jigargun,ji-gar-gun
jigarpayvand,ji-gar-pay-vand
jigarpayvandlik,ji-gar-pay-vand-lik
jigarpora,ji-gar-po-ra
jigarporalik,ji-gar-po-ra-lik
jigarraw,ji-gar-raw
jigarrawli,ji-gar-raw-li
jigarsimonlar,ji-gar-si-mon-lar
jigartob,ji-gar-tob
jigarwilik,ji-gar-wi-lik
jigarxun,ji-gar-xun
jigarxunllk,ji-gar-xunllk
jigildak,ji-gil-dak
jigillamoq,ji-gil-la-moq
jihat,ji-hat
jihatdan,ji-hat-dan
jihod,ji-hod
jihoz,ji-hoz
jihozlamoq,ji-hoz-la-moq
jihozlaniw,ji-hoz-la-niw
jihozlanmoq,ji-hoz-lan-moq
jihozlantiriw,ji-hoz-lan-ti-riw
jihozlantirmoq,ji-hoz-lan-tir-moq
jihozlaw,ji-hoz-law
jihozli,ji-hoz-li
jihozlov,ji-hoz-lov
jijjiq,jij-jiq
jik,jik
jikildoq,ji-kil-doq
jikillamoq,ji-kil-la-moq
jikillatmoq,ji-kil-lat-moq
jikillawmoq,ji-kil-law-moq
jikjik,jik-jik
jikkak,jik-kak
jikkaklik,jik-kak-lik
jiklyor,jikl-yor
jiktoq,jik-toq
jilamoq,ji-la-moq
jilavuq,ji-la-vuq
jild,jild
jildiramoq,jil-di-ra-moq
jildiratiw,jil-di-ra-tiw
jildiratmoq,jil-di-rat-moq
jildiraw,jil-di-raw
jildirawmoq,jil-di-raw-moq
jildiriw,jil-di-riw
jildirmoq,jil-dir-moq
jildirov,jil-di-rov
jildirtirmoq,jil-dir-tir-moq
jildlamoq,jild-la-moq
jildlatiw,jild-la-tiw
jildlatmoq,jild-lat-moq
jildlatuv,jild-la-tuv
jildli,jild-li
jildlik,jild-lik
jildlov,jild-lov
jildlovwi,jild-lov-wi
jildsiz,jild-siz
jilet,ji-let
jiletka,ji-let-ka
jilla,jil-la
jillaqursa,jil-la-qur-sa
jillavza,jil-lav-za
jilmas,jil-mas
jilmasdan,jil-mas-dan
jilmaslik,jil-mas-lik
jilmayganlik,jil-may-gan-lik
jilmayiw,jil-ma-yiw
jilmayiwmoq,jil-ma-yiw-moq
jilmaymoq,jil-may-moq
jilmaytiriw,jil-may-ti-riw
jilmaytirmoq,jil-may-tir-moq
jilmaytiruv,jil-may-ti-ruv
jilmayuv,jil-ma-yuv
jilmoq,jil-moq
jilo,ji-lo
jilolamoq,ji-lo-la-moq
jilolanmoq,ji-lo-lan-moq
jilolantirmoq,ji-lo-lan-tir-moq
jilolanuv,ji-lo-la-nuv
jiloli,ji-lo-li
jilosiz,ji-lo-siz
jilov,ji-lov
jilovbardor,ji-lov-bar-dor
jilovbardorlik,ji-lov-bar-dor-lik
jilovdor,ji-lov-dor
jilovdorlik,ji-lov-dor-lik
jilovlamoq,ji-lov-la-moq
jilovlaniw,ji-lov-la-niw
jilovlanmoq,ji-lov-lan-moq
jilovlatiw,ji-lov-la-tiw
jilovlatmoq,ji-lov-lat-moq
jilovlaw,ji-lov-law
jilovlawanlik,ji-lov-la-wan-lik
jilovli,ji-lov-li
jilovlik,ji-lov-lik
jilovsiz,ji-lov-siz
jilovxona,ji-lov-xo-na
jilowi,ji-lo-wi
jilpaw,jil-paw
jilpawlamoq,jil-paw-la-moq
jilpawlatmoq,jil-paw-lat-moq
jilpitmoq,jil-pit-moq
jilva,jil-va
jilvador,jil-va-dor
jilvadorlik,jil-va-dor-lik
jilvagar,jil-va-gar
jilvagarlik,jil-va-gar-lik
jilvagarona,jil-va-ga-ro-na
jilvakor,jil-va-kor
jilvalaniw,jil-va-la-niw
jilvalanmoq,jil-va-lan-moq
jilvalanuv,jil-va-la-nuv
jilvali,jil-va-li
jilvasoz,jil-va-soz
jilvir,jil-vir
jilviramoq,jil-vi-ra-moq
jilvirlamoq,jil-vir-la-moq
jilvirlanmoq,jil-vir-lan-moq
jilvirlanuv,jil-vir-la-nuv
jilvirlatta,jil-vir-lat-ta
jilvirlaw,jil-vir-law
jilvirlawmoq,jil-vir-law-moq
jilvirwi,jil-vir-wi
jilvirwilik,jil-vir-wi-lik
jim,jim
jimgina,jim-gi-na
jimillamoq,ji-mil-la-moq
jimillatmoq,ji-mil-lat-moq
jimimoq,ji-mi-moq
jimiqmoq,ji-miq-moq
jimir,ji-mir
jimirlamoq,ji-mir-la-moq
jimirlatiw,ji-mir-la-tiw
jimirlatmoq,ji-mir-lat-moq
jimirlatuv,ji-mir-la-tuv
jimirlaw,ji-mir-law
jimirlawmoq,ji-mir-law-moq
jimirlawtirmoq,ji-mir-law-tir-moq
jimirlov,ji-mir-lov
jimit,ji-mit
jimitdek,ji-mit-dek
jimitmoq,ji-mit-moq
jimjiloq,jim-ji-loq
jimjiloqday,jim-ji-loq-day
jimjiloqdek,jim-ji-loq-dek
jimjima,jim-ji-ma
jimjimador,jim-ji-ma-dor
jimjimadorlik,jim-ji-ma-dor-lik
jimjimali,jim-ji-ma-li
jimjit,jim-jit
jimjitlanmoq,jim-jit-lan-moq
jimjitlik,jim-jit-lik
jimlik,jim-lik
jin,jin
jinbawwa,jin-baw-wa
jindak,jin-dak
jindakkina,jin-dak-ki-na
jinday,jin-day
jindaygina,jin-day-gi-na
jindek,jin-dek
jinjak,jin-jak
jinjaloq,jin-ja-loq
jinka,jin-ka
jinni,jin-ni
jinnibawara,jin-ni-ba-wa-ra
jinnilanmoq,jin-ni-lan-moq
jinnilik,jin-ni-lik
jinninamo,jin-ni-na-mo
jinninamolik,jin-ni-na-mo-lik
jinnisawi,jin-ni-sa-wi
jinnitob,jin-ni-tob
jinnivawwa,jin-ni-vaw-wa
jinnivoy,jin-ni-voy
jinnixona,jin-ni-xo-na
jinoiy,ji-no-iy
jinoiylik,ji-no-iy-lik
jinoyat,ji-no-yat
jinoyatkor,ji-no-yat-kor
jinoyatkorlik,ji-no-yat-kor-lik
jinoyatkorona,ji-no-yat-ko-ro-na
jinoyatwi,ji-no-yat-wi
jinoyatwilik,ji-no-yat-wi-lik
jinqarwa,jin-qar-wa
jinqarwalar,jin-qar-wa-lar
jins,jins
jinsdow,jins-dow
jinsdowlik,jins-dow-lik
jinsi,jin-si
jinsiy,jin-siy
jinsiyat,jin-si-yat
jinsli,jins-li
jinssiz,jins-siz
jinssizlik,jins-siz-lik
jinwak,jin-wak
jinwiroq,jin-wi-roq
jip,jip
jipiriq,ji-pi-riq
jips,jips
jipslamoq,jips-la-moq
jipslanmoq,jips-lan-moq
jipslantirmoq,jips-lan-tir-moq
jipslanuvwan,jips-la-nuv-wan
jipslanuvwanlik,jips-la-nuv-wan-lik
jipslaw,jips-law
jipslawmoq,jips-law-moq
jipslik,jips-lik
jipslov,jips-lov
jipsroq,jips-roq
jiq,jiq
jiqillamoq,ji-qil-la-moq
jiqillaw,ji-qil-law
jiqillawmoq,ji-qil-law-moq
jiqqa,jiq-qa
jiqqamuw,jiq-qa-muw
jiqqamuwt,jiq-qa-muwt
jiqqojiq,jiq-qo-jiq
jiqtoqlar,jiq-toq-lar
jir,jir
jirafa,ji-ra-fa
jirildoq,ji-ril-doq
jirillagan,ji-ril-la-gan
jirillama,ji-ril-la-ma
jirillamoq,ji-ril-la-moq
jirillaw,ji-ril-law
jirillawmoq,ji-ril-law-moq
jirillov,ji-ril-lov
jirillovwi,ji-ril-lov-wi
jiriw,ji-riw
jiriwlamoq,ji-riw-la-moq
jiriwlatiw,ji-riw-la-tiw
jiriwlatmoq,ji-riw-lat-moq
jiriwlatuv,ji-riw-la-tuv
jiriwlaw,ji-riw-law
jiriwlov,ji-riw-lov
jiriwnon,ji-riw-non
jirkaniw,jir-ka-niw
jirkanmoq,jir-kan-moq
jirkanqiramoq,jir-kan-qi-ra-moq
jirkantirmoq,jir-kan-tir-moq
jirkanuv,jir-ka-nuv
jirkanuvwan,jir-ka-nuv-wan
jirkanuvwi,jir-ka-nuv-wi
jirkanw,jir-kanw
jirkanwak,jir-kan-wak
jirkanwaklik,jir-kan-wak-lik
jirkanwli,jir-kanw-li
jirkanwsiz,jir-kanw-siz
jirlamoq,jir-la-moq
jirli,jir-li
jirlov,jir-lov
jiro,ji-ro
jirobank,ji-ro-bank
jirobus,ji-ro-bus
jirokompas,ji-ro-kom-pas
jirondist,ji-ron-dist
jiroskop,ji-ros-kop
jiroskopik,ji-ros-ko-pik
jirov,ji-rov
jiroweklar,ji-ro-wek-lar
jirraki,jir-ra-ki
jirrakilawmoq,jir-ra-ki-law-moq
jirrakilik,jir-ra-ki-lik
jirsimon,jir-si-mon
jirsiz,jir-siz
jirsizlik,jir-siz-lik
jirtak,jir-tak
jirtaki,jir-ta-ki
jirtakilik,jir-ta-ki-lik
jirtillamoq,jir-til-la-moq
jirtillaw,jir-til-law
jirtillawmoq,jir-til-law-moq
jirtillov,jir-til-lov
jirtovwi,jir-tov-wi
jism,jism
jisman,jis-man
jismiy,jis-miy
jismonan,jis-mo-nan
jismondin,jis-mon-din
jismoniy,jis-mo-niy
jiv,jiv
jivillamoq,ji-vil-la-moq
jivir,ji-vir
jivirlamoq,ji-vir-la-moq
jivirlatiw,ji-vir-la-tiw
jivirlatmoq,ji-vir-lat-moq
jivirlaw,ji-vir-law
jivirlawmoq,ji-vir-law-moq
jivirlov,ji-vir-lov
jiw,jiw
jiwak,ji-wak
jiwala,ji-wa-la
jiwalak,ji-wa-lak
jiwalaklanmoq,ji-wa-lak-lan-moq
jiwalakqand,ji-wa-lak-qand
jiwil,ji-wil
jiwillamoq,ji-wil-la-moq
jiwilzor,ji-wil-zor
jiwir,ji-wir
jiwiriov,ji-wi-ri-ov
jiwirlamoq,ji-wir-la-moq
jiwirlatiw,ji-wir-la-tiw
jiwirlatmoq,ji-wir-lat-moq
jiwirlatuv,ji-wir-la-tuv
jiwirlov,ji-wir-lov
jiwiroq,ji-wi-roq
jiwirtob,ji-wir-tob
jiwul,ji-wul
jiwwa,jiw-wa
jiwwagina,jiw-wa-gi-na
jiyak,ji-yak
jiyakfuruw,ji-yak-fu-ruw
jiyakfuruwlik,ji-yak-fu-ruw-lik
jiyaklamoq,ji-yak-la-moq
jiyakli,ji-yak-li
jiyaksiz,ji-yak-siz
jiyakwi,ji-yak-wi
jiyakwilik,ji-yak-wi-lik
jiyan,ji-yan
jiyanlik,ji-yan-lik
jiyanvawwa,ji-yan-vaw-wa
jiyda,jiy-da
jiydadowlar,jiy-da-dow-lar
jiydagul,jiy-da-gul
jiydagullilar,jiy-da-gul-li-lar
jiydamayiz,jiy-da-ma-yiz
jiydayaproq,jiy-da-yap-roq
jiydazor,jiy-da-zor
jiydazorlik,jiy-da-zor-lik
jiyigan,ji-yi-gan
jiyiganlik,ji-yi-gan-lik
jiyiriw,ji-yi-riw
jiyirmoq,ji-yir-moq
jiyirtirmoq,ji-yir-tir-moq
jiyirtiruv,ji-yir-ti-ruv
jiyiruv,ji-yi-ruv
jiymoq,jiy-moq
jiyron,jiy-ron
jiyronqarqara,jiy-ron-qar-qa-ra
jiyronqawqa,jiy-ron-qaw-qa
jiyronquw,jiy-ron-quw
jiyun,ji-yun
jiz,jiz
jizillamoq,ji-zil-la-moq
jizillatiw,ji-zil-la-tiw
jizillatmoq,ji-zil-lat-moq
jizillatuv,ji-zil-la-tuv
jizillov,ji-zil-lov
jizya,jiz-ya
jizza,jiz-za
jizzaki,jiz-za-ki
jizzakilik,jiz-za-ki-lik
jizzali,jiz-za-li
jizzasiz,jiz-za-siz
jizziq,jiz-ziq
jlmiqmoq,jlmiq-moq
jlydagul,jlyda-gul
jo,jo
jobajo,jo-ba-jo
jobir,jo-bir
jodi,jo-di
jodilamoq,jo-di-la-moq
jodili,jo-di-li
jodilov,jo-di-lov
jodu,jo-du
jodugar,jo-du-gar
jodugarlik,jo-du-gar-lik
jodugarona,jo-du-ga-ro-na
joh,joh
johil,jo-hil
johiliya,jo-hi-li-ya
johillaniw,jo-hil-la-niw
johillanmoq,jo-hil-lan-moq
johillawmoq,jo-hil-law-moq
johillik,jo-hil-lik
johilona,jo-hi-lo-na
joiz,jo-iz
joizlik,jo-iz-lik
joka,jo-ka
joker,jo-ker
jokey,jo-key
jola,jo-la
jolavor,jo-la-vor
jom,jom
joma,jo-ma
jomabop,jo-ma-bop
jomadon,jo-ma-don
jomakor,jo-ma-kor
jomali,jo-ma-li
jomasiz,jo-ma-siz
jomawi,jo-ma-wi
jomawok,jo-ma-wok
jomawov,jo-ma-wov
jomawovlik,jo-ma-wov-lik
jombiz,jom-biz
jome,jo-me
jomiywunoslik,jo-miy-wu-nos-lik
jomwa,jom-wa
jon,jon
jonajon,jo-na-jon
jonbaxw,jon-baxw
jonbowi,jon-bo-wi
jonboz,jon-boz
jonbozlik,jon-boz-lik
jondor,jon-dor
jondow,jon-dow
jonfido,jon-fi-do
jonfidolik,jon-fi-do-lik
jonfizo,jon-fi-zo
jonhalak,jon-ha-lak
jonib,jo-nib
jonim,jo-nim
joniqmoq,jo-niq-moq
jonivor,jo-ni-vor
joniylar,jo-niy-lar
jonkaw,jon-kaw
jonkawlik,jon-kaw-lik
jonkuyar,jon-ku-yar
jonkuyarlik,jon-ku-yar-lik
jonlaniw,jon-la-niw
jonlanmoq,jon-lan-moq
jonlantirilmoq,jon-lan-ti-ril-moq
jonlantiriw,jon-lan-ti-riw
jonlantirmoq,jon-lan-tir-moq
jonlantiruv,jon-lan-ti-ruv
jonlanuv,jon-la-nuv
jonlanuvwan,jon-la-nuv-wan
jonlatmoq,jon-lat-moq
jonli,jon-li
jonlilik,jon-li-lik
jonliq,jon-liq
jonnisor,jon-ni-sor
jonnisorlik,jon-ni-sor-lik
jonon,jo-non
jonona,jo-no-na
jonoqi,jo-no-qi
jonparvar,jon-par-var
jonqora,jon-qo-ra
jonquloq,jon-qu-loq
jonsarak,jon-sa-rak
jonsaraklik,jon-sa-rak-lik
jonsipor,jon-si-por
jonsiporlik,jon-si-por-lik
jonsiporona,jon-si-po-ro-na
jonsiz,jon-siz
jonsizlaniw,jon-siz-la-niw
jonsizlanmoq,jon-siz-lan-moq
jonsizlantiriw,jon-siz-lan-ti-riw
jonsizlantirmoq,jon-siz-lan-tir-moq
jonsizlantiruv,jon-siz-lan-ti-ruv
jonsizlanuv,jon-siz-la-nuv
jonsizlik,jon-siz-lik
jontalvasa,jon-tal-va-sa
jontalvasalik,jon-tal-va-sa-lik
jonwiqar,jon-wi-qar
jonzot,jon-zot
jonzotwunos,jon-zot-wu-nos
jonzotwunoslik,jon-zot-wu-nos-lik
joriy,jo-riy
joriya,jo-ri-ya
joriyalik,jo-ri-ya-lik
joriylik,jo-riy-lik
jorub,jo-rub
jorubkaw,jo-rub-kaw
jorulloh,jo-rul-loh
josus,jo-sus
josusbowi,jo-sus-bo-wi
josuslik,jo-sus-lik
josusxona,jo-sus-xo-na
joul,jo-ul
jovdiramoq,jov-di-ra-moq
jovid,jo-vid
jovidon,jo-vi-don
jovlik,jov-lik
jovon,jo-von
jovqosin,jov-qo-sin
jovun,jo-vun
jowinam,jo-wi-nam
jowlyor,jowl-yor
jowlyorlik,jowl-yor-lik
joy,joy
joydow,joy-dow
joygir,joy-gir
joyida,jo-yi-da
joyidalik,jo-yi-da-lik
joylamoq,joy-la-moq
joylaniw,joy-la-niw
joylanmoq,joy-lan-moq
joylantirmoq,joy-lan-tir-moq
joylaw,joy-law
joylawiw,joy-la-wiw
joylawlik,joy-law-lik
joylawmoq,joy-law-moq
joylawtirilmoq,joy-law-ti-ril-moq
joylawtiriw,joy-law-ti-riw
joylawtirmoq,joy-law-tir-moq
joylawtiruv,joy-law-ti-ruv
joylawuv,joy-la-wuv
joylawuvwi,joy-la-wuv-wi
joyli,joy-li
joynamoz,joy-na-moz
joyravo,joy-ra-vo
joysiz,joy-siz
joysizlik,joy-siz-lik
joyxob,joy-xob
jozib,jo-zib
joziba,jo-zi-ba
jozibador,jo-zi-ba-dor
jozibadorlik,jo-zi-ba-dor-lik
jozibakor,jo-zi-ba-kor
jozibakorlik,jo-zi-ba-kor-lik
jozibali,jo-zi-ba-li
jozibalilik,jo-zi-ba-li-lik
jozibasiz,jo-zi-ba-siz
jubba,jub-ba
juda,ju-da
judayam,ju-da-yam
judo,ju-do
judolawmoq,ju-do-law-moq
judolawuv,ju-do-la-wuv
judolik,ju-do-lik
jufay,ju-fay
juft,juft
jufta,juf-ta
juftabod,juf-ta-bod
juftak,juf-tak
juftakwi,juf-tak-wi
juftakwilik,juf-tak-wi-lik
juftalamoq,juf-ta-la-moq
juftalaw,juf-ta-law
juftlama,juft-la-ma
juftlamoq,juft-la-moq
juftlaniw,juft-la-niw
juftlanmoq,juft-lan-moq
juftlaw,juft-law
juftlawmoq,juft-law-moq
juftlawtiriw,juft-law-ti-riw
juftlawtirmoq,juft-law-tir-moq
juftlik,juft-lik
juftqanotlilar,juft-qa-not-li-lar
jufttuyoqlilar,juft-tu-yoq-li-lar
juftvalentli,juft-va-lent-li
jugan,ju-gan
juganlamoq,ju-gan-la-moq
juganll,ju-ganll
jugansiz,ju-gan-siz
jugansoz,ju-gan-soz
jugansozlik,ju-gan-soz-lik
juganwi,ju-gan-wi
juhud,ju-hud
jujanlar,ju-jan-lar
jujun,ju-jun
jujunli,ju-jun-li
jujunwa,ju-jun-wa
jujuq,ju-juq
jul,jul
julagin,ju-la-gin
julbaraq,jul-ba-raq
juldor,jul-dor
juldur,jul-dur
juldurlaniw,jul-dur-la-niw
juldurlanmoq,jul-dur-lan-moq
juldurvoqi,jul-dur-vo-qi
julpat,jul-pat
julun,ju-lun
julxirs,jul-xirs
juma,ju-ma
jumaboy,ju-ma-boy
jumahwanba,ju-mah-wan-ba
jumailstika,ju-ma-ils-ti-ka
jumak,ju-mak
jumal,ju-mal
jumalbop,ju-mal-bop
jumalik,ju-ma-lik
jumalistik,ju-ma-lis-tik
jumalwi,ju-mal-wi
jumalxon,ju-mal-xon
jumaqovwin,ju-ma-qov-win
jumard,ju-mard
jumardlik,ju-mard-lik
jumboq,jum-boq
jumboqnoma,jum-boq-no-ma
jumboqwi,jum-boq-wi
jumboqwilik,jum-boq-wi-lik
jumhur,jum-hur
jumhuriyat,jum-hu-ri-yat
jumhuriyatwi,jum-hu-ri-yat-wi
jumhuriyatwilik,jum-hu-ri-yat-wi-lik
jumla,jum-la
jumladan,jum-la-dan
jumlasidan,jum-la-si-dan
jumodilavval,ju-mo-di-lav-val
jumodiloxir,ju-mo-di-lo-xir
jumodissoni,ju-mo-dis-so-ni
jumodissoniy,ju-mo-dis-so-niy
jumodulavval,ju-mo-du-lav-val
jumoduloxir,ju-mo-du-lo-xir
jumodussoniy,ju-mo-dus-so-niy
jumrut,jum-rut
jumrutdowlar,jum-rut-dow-lar
jumruwqa,jum-ruw-qa
jumul,ju-mul
jumur,ju-mur
jumurtguldowlar,ju-murt-gul-dow-lar
jumurtgullilar,ju-murt-gul-li-lar
jun,jun
junbiw,jun-biw
junbow,jun-bow
junjaymoq,jun-jay-moq
junjiganlik,jun-ji-gan-lik
junjigannamo,jun-ji-gan-na-mo
junjikiw,jun-ji-kiw
junjikmoq,jun-jik-moq
junjimoq,jun-ji-moq
junjitiw,jun-ji-tiw
junjitmoq,jun-jit-moq
junjituv,jun-ji-tuv
junjiw,jun-jiw
junli,jun-li
junqaywi,jun-qay-wi
junqirqar,jun-qir-qar
junqirqarlik,jun-qir-qar-lik
junsiz,jun-siz
junsizlik,jun-siz-lik
junun,ju-nun
jununli,ju-nun-li
jununlik,ju-nun-lik
jununvaw,ju-nun-vaw
junwolwa,jun-wol-wa
junxona,jun-xo-na
jurat,jur-at
juratlaniw,jur-at-la-niw
juratlanmoq,jur-at-lan-moq
juratlantirmoq,jur-at-lan-tir-moq
juratli,jur-at-li
juratlilik,jur-at-li-lik
juratsiz,jur-at-siz
juratsizlik,jur-at-siz-lik
jurm,jurm
jurnal,jur-nal
jurnalist,jur-na-list
jurnalistika,jur-na-lis-ti-ka
jurnalistka,jur-na-list-ka
jurnalxon,jur-nal-xon
jussa,jus-sa
jussador,jus-sa-dor
jussadorlik,jus-sa-dor-lik
jussali,jus-sa-li
jussalilik,jus-sa-li-lik
jussasiz,jus-sa-siz
jut,jut
juva,ju-va
juvalamoq,ju-va-la-moq
juvalaw,ju-va-law
juvalawmoq,ju-va-law-moq
juvali,ju-va-li
juvda,juv-da
juvoldiz,ju-vol-diz
juvoldizlamoq,ju-vol-diz-la-moq
juvon,ju-von
juvona,ju-vo-na
juvonbaxt,ju-von-baxt
juvonbaxtlik,ju-von-baxt-lik
juvonboz,ju-von-boz
juvonbozlik,ju-von-boz-lik
juvonlik,ju-von-lik
juvonmard,ju-von-mard
juvonmardiylik,ju-von-mar-diy-lik
juvonmardlik,ju-von-mard-lik
juvonmarg,ju-von-marg
juvori,ju-vo-ri
juvoz,ju-voz
juvozkaw,ju-voz-kaw
juvozkawlik,ju-voz-kaw-lik
juvozwi,ju-voz-wi
juvozxona,ju-voz-xo-na
juvurlamoq,ju-vur-la-moq
juvurlatmoq,ju-vur-lat-moq
juwli,juw-li
juyawi,ju-ya-wi
juyrob,juy-rob
juyrot,juy-rot
juyruk,juy-ruk
juz,juz
juzband,juz-band
juzdon,juz-don
juzgir,juz-gir
juziy,juz-iy
juziylik,juz-iy-lik
juzlamoq,juz-la-moq
juzlik,juz-lik
juzv,juzv
juzvdon,juzv-don
juzya,juz-ya
jyuri,jyu-ri
kaba,ka-ba
kabardin,ka-bar-din
kabardinlar,ka-bar-din-lar
kabardinwa,ka-bar-din-wa
kabare,ka-ba-re
kabatullo,ka-ba-tul-lo
kabatulloh,ka-ba-tul-loh
kabawka,ka-baw-ka
kabel,ka-bel
kabelli,ka-bel-li
kabelsiz,ka-bel-siz
kabelsoz,ka-bel-soz
kabelsozlik,ka-bel-soz-lik
kabelwi,ka-bel-wi
kabelwilik,ka-bel-wi-lik
kabi,ka-bi
kabina,ka-bi-na
kabinali,ka-bi-na-li
kabinasiz,ka-bi-na-siz
kabinet,ka-bi-net
kabinetboz,ka-bi-net-boz
kabinetbozlik,ka-bi-net-boz-lik
kabinetli,ka-bi-net-li
kabinetsiz,ka-bi-net-siz
kabinka,ka-bin-ka
kabinkali,ka-bin-ka-li
kabinkasiz,ka-bin-ka-siz
kabir,ka-bir
kabira,ka-bi-ra
kabirlik,ka-bir-lik
kabisa,ka-bi-sa
kabk,kabk
kablogramma,kab-log-ram-ma
kabob,ka-bob
kabobfuruw,ka-bob-fu-ruw
kabobfuruwlik,ka-bob-fu-ruw-lik
kabobpaz,ka-bob-paz
kabobpazlik,ka-bob-paz-lik
kabobtok,ka-bob-tok
kabobwi,ka-bob-wi
kabobwilik,ka-bob-wi-lik
kabobxona,ka-bob-xo-na
kabotaj,ka-bo-taj
kabowon,ka-bo-won
kabriolet,kab-ri-o-let
kabutar,ka-bu-tar
kadan,ka-dan
kadar,ka-dar
kadastr,ka-dastr
kadastrlaw,ka-da-strlaw
kadaverin,ka-da-ve-rin
kadbonu,kad-bo-nu
kadensiya,ka-den-si-ya
kadet,ka-det
kadetlar,ka-det-lar
kadetwa,ka-det-wa
kadi,ka-di
kadmiy,kad-miy
kadmiylaw,kad-miy-law
kadr,kadr
kadril,kad-ril
kadrlar,kadr-lar
kadrli,kadr-li
kadrsiz,kadr-siz
kadxudo,kad-xu-do
kadxudolik,kad-xu-do-lik
kaf,kaf
kafan,ka-fan
kafanlamoq,ka-fan-la-moq
kafanlanmoq,ka-fan-lan-moq
kafanlaw,ka-fan-law
kafanli,ka-fan-li
kafanlik,ka-fan-lik
kafansiz,ka-fan-siz
kafawado,ka-fa-wa-do
kafawadolik,ka-fa-wa-do-lik
kafe,ka-fe
kafedra,ka-fed-ra
kafel,ka-fel
kafelli,ka-fel-li
kafeteriy,ka-fe-te-riy
kafgir,kaf-gir
kafil,ka-fil
kafillik,ka-fil-lik
kafolat,ka-fo-lat
kafolatlamoq,ka-fo-lat-la-moq
kafolatlanmoq,ka-fo-lat-lan-moq
kafolatli,ka-fo-lat-li
kafolatnoma,ka-fo-lat-no-ma
kaforat,ka-fo-rat
kafsan,kaf-san
kaft,kaft
kaftan,kaf-tan
kaftday,kaft-day
kaftdek,kaft-dek
kafw,kafw
kafwa,kaf-wa
kagor,ka-gor
kahkawon,kah-ka-won
kahrabo,kah-ra-bo
kahrabodek,kah-ra-bo-dek
kailbrlagiw,ka-i-lbrla-giw
kainit,ka-i-nit
kaj,kaj
kajava,ka-ja-va
kajavabow,ka-ja-va-bow
kajavali,ka-ja-va-li
kajavaqorin,ka-ja-va-qo-rin
kajavasimon,ka-ja-va-si-mon
kajbahs,kaj-bahs
kajbahslik,kaj-bahs-lik
kajdum,kaj-dum
kajlik,kaj-lik
kajombir,ka-jom-bir
kajraftor,kaj-raf-tor
kajrav,kaj-rav
kajravlik,kaj-rav-lik
kaka,ka-ka
kakadon,ka-ka-don
kakadu,ka-ka-du
kakamayiz,ka-ka-ma-yiz
kakana,ka-ka-na
kakao,ka-ka-o
kakaoli,ka-ka-o-li
kakaosiz,ka-ka-o-siz
kakar,ka-kar
kakillamoq,ka-kil-la-moq
kakillatiw,ka-kil-la-tiw
kakillatuv,ka-kil-la-tuv
kakillaw,ka-kil-law
kakillawmoq,ka-kil-law-moq
kakillawuv,ka-kil-la-wuv
kakirlamoq,ka-kir-la-moq
kakirlatiw,ka-kir-la-tiw
kakirlatmoq,ka-kir-lat-moq
kakirlatuv,ka-kir-la-tuv
kakirlaw,ka-kir-law
kakirlawmoq,ka-kir-law-moq
kakirlov,ka-kir-lov
kakirmawak,ka-kir-ma-wak
kakku,kak-ku
kakkuquw,kak-ku-quw
kakkusimonlar,kak-ku-si-mon-lar
kaklik,kak-lik
kaklikboz,kak-lik-boz
