word,syllables
freydizm,frey-dizm
freza,fre-za
frezalamoq,fre-za-la-moq
frezalash,fre-za-lash
frezer,fre-zer
frezerchi,fre-zer-chi
frezerchilik,fre-zer-chi-lik
frezerlamoq,fre-zer-la-moq
frezerlash,fre-zer-lash
frezerlik,fre-zer-lik
frezerlovchi,fre-zer-lov-chi
frezerovkachi,fre-ze-rov-ka-chi
frigiylar,fri-giy-lar
frikadelka,fri-ka-del-ka
frikativ,fri-ka-tiv
friksion,frik-si-on
fris,fris
fristayl,fris-tayl
frittlar,fritt-lar
friullar,fri-ul-lar
friz,friz
frizlar,friz-lar
front,front
frontal,fron-tal
frontcha,front-cha
frontchasiga,front-cha-si-ga
frontchi,front-chi
frontdosh,front-dosh
frontispis,fron-tis-pis
frontit,fron-tit
frontogenez,fron-to-ge-nez
frontoliz,fron-to-liz
fronton,fron-ton
frontovik,fron-to-vik
fruktoza,fruk-to-za
ftalat,fta-lat
ftalazol,fta-la-zol
ftalogen,fta-lo-gen
ftalotsianin,fta-lot-si-a-nin
ftiryer,ftir-yer
ftivazid,fti-va-zid
ftiziatr,fti-zi-atr
ftiziatriya,fti-zi-at-ri-ya
ftor,ftor
ftorfenazin,ftor-fe-na-zin
ftorgips,ftor-gips
ftorid,fto-rid
ftoridlar,fto-rid-lar
ftorkauchuklar,ftor-ka-u-chuk-lar
ftorlash,ftor-lash
ftorli,ftor-li
ftorokort,fto-ro-kort
ftoroplastlar,fto-rop-last-lar
ftororganik,fto-ror-ga-nik
ftuziatr,ftu-zi-atr
fu,fu
fudtrak,fudt-rak
fufayka,fu-fay-ka
fuga,fu-ga
fugas,fu-gas
fugaska,fu-gas-ka
fugato,fu-ga-to
fugetta,fu-get-ta
fujer,fu-jer
fujur,fu-jur
fujurchi,fu-jur-chi
fuksin,fuk-sin
fuksiya,fuk-si-ya
fukus,fu-kus
fulbe,ful-be
fullerenlar,ful-le-ren-lar
fumar,fu-mar
fumarollar,fu-ma-rol-lar
fumigantlar,fu-mi-gant-lar
fumigator,fu-mi-ga-tor
fumigatsiya,fu-mi-gat-si-ya
fundament,fun-da-ment
fundamental,fun-da-men-tal
fundamentalist,fun-da-men-ta-list
fundamentalizm,fun-da-men-ta-lizm
funduq,fun-duq
fungitsidlar,fu-ngit-sid-lar
funikulyor,fu-ni-kul-yor
funksional,funk-si-o-nal
funksional-kommunikativ,funk-si-o-nal-kom-mu-ni-ka-tiv
funksional-morfologik,funk-si-o-nal-mor-fo-lo-gik
funksional-semantik,funk-si-o-nal-se-man-tik
funksional-sintaktik,funk-si-o-nal-sin-tak-tik
funksional-uslubiy,funk-si-o-nal-us-lu-biy
funksionalizm,funk-si-o-na-lizm
funksioner,funk-si-o-ner
funksiya,funk-si-ya
funksiyadosh,funk-si-ya-dosh
funksiyadoshlik,funk-si-ya-dosh-lik
funksiyalashtirish,funk-si-ya-lash-ti-rish
funksiyalashtirmoq,funk-si-ya-lash-tir-moq
funt,funt
funt-sterling,fu-nts-ter-ling
funun,fu-nun
fuqaro,fu-qa-ro
fuqarolararo,fu-qa-ro-la-ra-ro
fuqarolik,fu-qa-ro-lik
fuqaroparvar,fu-qa-ro-par-var
fuqaroparvarlik,fu-qa-ro-par-var-lik
fuqaroviy,fu-qa-ro-viy
furadonin,fu-ra-do-nin
furaj,fu-raj
furajir,fu-ra-jir
furajka,fu-raj-ka
furan,fu-ran
furatsilin,fu-rat-si-lin
furazolidon,fu-ra-zo-li-don
furfurol,fur-fu-rol
furgon,fur-gon
furma,fur-ma
furnitura,fur-ni-tu-ra
furqat,fur-qat
fursat,fur-sat
fursatli,fur-sat-li
fursatsiz,fur-sat-siz
furug‘,fu-rug‘
furunkul,fu-run-kul
furunkulyoz,fu-run-kul-yoz
furush,fu-rush
furushanda,fu-ru-shan-da
furyerist,fur-ye-rist
furyerizm,fur-ye-rizm
fusaho,fu-sa-ho
fusun,fu-sun
fusungar,fu-su-ngar
fusunkor,fu-sun-kor
fusunkorlik,fu-sun-kor-lik
fusunli,fu-sun-li
fusunpardoz,fu-sun-par-doz
fut,fut
futbol,fut-bol
futbolchi,fut-bol-chi
futbolka,fut-bol-ka
futerovka,fu-te-rov-ka
futlyar,futl-yar
futshtok,futsh-tok
futuh,fu-tuh
futuhot,fu-tu-hot
futur,fu-tur
futurist,fu-tu-rist
futuristik,fu-tu-ris-tik
futuristlik,fu-tu-rist-lik
futurizm,fu-tu-rizm
futurolog,fu-tu-ro-log
futurologiya,fu-tu-ro-lo-gi-ya
futuvvat,fu-tuv-vat
fuv,fuv
fuzalo,fu-za-lo
fuzariotoksikoz,fu-za-ri-o-tok-si-koz
fuzariozlar,fu-za-ri-oz-lar
fuzarium,fu-za-ri-um
fuziya,fu-zi-ya
fuzul,fu-zul
fuzuliyshunoslik,fu-zu-liy-shu-nos-lik
fuzuliyxon,fu-zu-liy-xon
fuzun,fu-zun
fyon,fyon
fyuchers,fyu-chers
fyurer,fyu-rer
fyuzelyaj,fyu-zel-yaj
fzogir,fzo-gir
gabardin,ga-bar-din
gabarit,ga-ba-rit
gabaritli,ga-ba-rit-li
gabbro,gabb-ro
gabbro-dolerit,gabb-ro--do-le-rit
gabbro-pegmatit,gabb-ro--peg-ma-tit
gabbroli,gabb-ro-li
gabion,ga-bi-on
gabitus,ga-bi-tus
gabr,gabr
gabrlar,gabr-lar
gado,ga-do
gado va gadoy,ga-do -va -ga-doy
gadobachcha,ga-do-bach-cha
gadobachcha va gadovachcha,ga-do-bach-cha -va -ga-do-vach-cha
gadodek,ga-do-dek
gadolik,ga-do-lik
gadolik va gadoylik,ga-do-lik -va -ga-doy-lik
gadolinit,ga-do-li-nit
gadoliniy,ga-do-li-niy
gadopesha,ga-do-pe-sha
gadotaxlit,ga-do-tax-lit
gadovachcha,ga-do-vach-cha
gadoy,ga-doy
gadoy va gado,ga-doy -va -ga-do
gadoybachcha va gadoyvachcha,ga-doy-bach-cha -va -ga-doy-vach-cha
gadoychilik,ga-doy-chi-lik
gadoylik,ga-doy-lik
gadoylik va gadolik,ga-doy-lik -va -ga-do-lik
gadoytaxlit va gadotaxlit,ga-doy-tax-lit -va -ga-do-tax-lit
gadoyvachcha,ga-doy-vach-cha
gadrozavr,gad-ro-zavr
gafel,ga-fel
gafniy,gaf-niy
gaga,ga-ga
gagaralar,ga-ga-ra-lar
gagarinit,ga-ga-ri-nit
gagarka,ga-gar-ka
gagat,ga-gat
gagatit,ga-ga-tit
gagatizatsiya,ga-ga-ti-zat-si-ya
gagatli,ga-gat-li
gagatsimon,ga-gat-si-mon
gagauz,ga-ga-uz
gagauzcha,ga-ga-uz-cha
gagauzlar,ga-ga-uz-lar
gah,gah
gah-gah,gah-gah
gahchilik,gah-chi-lik
gahgahlamoq,gah-gah-la-moq
gahgahlashmoq,gah-gah-lash-moq
gahi,ga-hi
gaitiliklar,ga-i-ti-lik-lar
gaj,gaj
gajak,ga-jak
gajak-gajak,ga-jak-ga-jak
gajakdor,ga-jak-dor
gajakdorlik,ga-jak-dor-lik
gajakgul,ga-jak-gul
gajaklamoq,ga-jak-la-moq
gajaklanmoq,ga-jak-lan-moq
gajakli,ga-jak-li
gajaksimon,ga-jak-si-mon
gajaksiz,ga-jak-siz
gajilanmoq,ga-ji-lan-moq
gajim,ga-jim
gajimdor,ga-jim-dor
gajimdorlik,ga-jim-dor-lik
gajimli,ga-jim-li
gajimsiz,ga-jim-siz
gajir,ga-jir
gajirlanish,ga-jir-la-nish
gajirlanmoq,ga-jir-lan-moq
gajirlik,ga-jir-lik
gajjak,gaj-jak
gal,gal
gala,ga-la
gala-gala,ga-la--ga-la
galabek,ga-la-bek
galabotir,ga-la-bo-tir
galabur,ga-la-bur
galachi,ga-la-chi
galaganiya,ga-la-ga-ni-ya
galagov,ga-la-gov
galakal,ga-la-kal
galako‘sa,ga-la-ko‘-sa
galaktik,ga-lak-tik
galaktika,ga-lak-ti-ka
galaktikalar,ga-lak-ti-ka-lar
galaktit,ga-lak-tit
galaktometr,ga-lak-to-metr
galaktostaz,ga-lak-tos-taz
galaktoza,ga-lak-to-za
galaktozamin,ga-lak-to-za-min
galakuya,ga-la-ku-ya
galalamoq,ga-la-la-moq
galalanmoq,ga-la-lan-moq
galalashish,ga-la-la-shish
galalashmoq,ga-la-lash-moq
galalashtirmoq,ga-la-lash-tir-moq
galalit,ga-la-lit
galamulla,ga-la-mul-la
galantamin,ga-lan-ta-min
galantereya,ga-lan-te-re-ya
galantir,ga-lan-tir
galantus,ga-lan-tus
galaqassoblik,ga-la-qas-sob-lik
galasinch,ga-la-sinch
galaso‘fi,ga-la-so‘-fi
galateya,ga-la-te-ya
galatlar,ga-lat-lar
galaxirmon,ga-la-xir-mon
galaxo‘ja,ga-la-xo‘-ja
galazolin,ga-la-zo-lin
galdagi,gal-da-gi
galdir,gal-dir
galdiraklamoq,gal-di-rak-la-moq
galdiramoq,gal-di-ra-moq
galdirash,gal-di-rash
galdirashmoq,gal-di-rash-moq
galdiratish,gal-di-ra-tish
galdiratmoq,gal-di-rat-moq
galdiratuv,gal-di-ra-tuv
galega,ga-le-ga
galenit,ga-le-nit
galera,ga-le-ra
galerali,ga-le-ra-li
galereya,ga-le-re-ya
galereyali,ga-le-re-ya-li
galeta,ga-le-ta
galgi,gal-gi
galgiday,gal-gi-day
galgidek,gal-gi-dek
galife,ga-li-fe
galisiyaliklar,ga-li-si-ya-lik-lar
galit,ga-lit
gallamoq,gal-la-moq
gallar,gal-lar
gallashmoq,gal-lash-moq
gallat,gal-lat
gallitsizm,gal-lit-sizm
galliy,gal-liy
gallizm,gal-lizm
gallon,gal-lon
galluazit,gal-lu-a-zit
gallyutsinator,gall-yut-si-na-tor
gallyutsinatsiya,gall-yut-si-nat-si-ya
gallyutsinogenlar,gall-yut-si-no-gen-lar
gallyutsinoz,gall-yut-si-noz
galma-gal,gal-ma--gal
galma-galdan,gal-ma--gal-dan
galmey,gal-mey
galo,ga-lo
galobentos,ga-lo-ben-tos
galobiontlar,ga-lo-bi-ont-lar
galobioz,ga-lo-bi-oz
galofillar,ga-lo-fil-lar
galofitlar,ga-lo-fit-lar
galofitoidlar,ga-lo-fi-to-id-lar
galofoblar,ga-lo-fob-lar
galogen,ga-lo-gen
galogenez,ga-lo-ge-nez
galogenidlar,ga-lo-ge-nid-lar
galogenlar,ga-lo-gen-lar
galogenlash,ga-lo-gen-lash
galogensianlar,ga-lo-gen-si-an-lar
galoid,ga-lo-id
galoidlar,ga-lo-id-lar
galoidli,ga-lo-id-li
galometriya,ga-lo-met-ri-ya
galomorf,ga-lo-morf
galomorfizm,ga-lo-mor-fizm
galomorfli,ga-lo-morf-li
galonekton,ga-lo-nek-ton
galop,ga-lop
galoperidol,ga-lo-pe-ri-dol
galoskop,ga-los-kop
galstuk,gals-tuk
galstukli,gals-tuk-li
galstuksiz,gals-tuk-siz
galtel,gal-tel
galurgiya,ga-lur-gi-ya
galvanik,gal-va-nik
galvanizatsion,gal-va-ni-zat-si-on
galvanizatsiya,gal-va-ni-zat-si-ya
galvanizatsiyalamoq,gal-va-ni-zat-si-ya-la-moq
galvanizatsiyalash,gal-va-ni-zat-si-ya-lash
galvanizm,gal-va-nizm
galvanoakustika,gal-va-no-a-kus-ti-ka
galvanobalchiq,gal-va-no-bal-chiq
galvanodiatermiya,gal-va-no-di-a-ter-mi-ya
galvanoionoterapiya,gal-va-no-i-o-no-te-ra-pi-ya
galvanokaustika,gal-va-no-ka-us-ti-ka
galvanomagnit,gal-va-no-mag-nit
galvanomagnitik,gal-va-no-mag-ni-tik
galvanometr,gal-va-no-metr
galvanometrik,gal-va-no-met-rik
galvanoplastik,gal-va-nop-las-tik
galvanoplastika,gal-va-nop-las-ti-ka
galvanoskop,gal-va-nos-kop
galvanoskopiya,gal-va-nos-ko-pi-ya
galvanostegiya,gal-va-nos-te-gi-ya
galvanostereotip,gal-va-nos-te-re-o-tip
galvanostereotipiya,gal-va-nos-te-re-o-ti-pi-ya
galvanotaksis,gal-va-no-tak-sis
galvanoterapiya,gal-va-no-te-ra-pi-ya
galvanotermiya,gal-va-no-ter-mi-ya
galvanotexnika,gal-va-no-tex-ni-ka
galvanotipiya,gal-va-no-ti-pi-ya
galvanotropizm,gal-va-not-ro-pizm
galvars,gal-vars
galvarslik,gal-vars-lik
gamadril,ga-mad-ril
gamak,ga-mak
gamartoma,ga-mar-to-ma
gamash,ga-mash
gamazidlar,ga-ma-zid-lar
gambergit,gam-ber-git
gambit,gam-bit
gambrinizm,gamb-ri-nizm
gamburger,gam-bur-ger
gambuziya,gam-bu-zi-ya
gamelotsit,ga-me-lot-sit
gametadon,ga-me-ta-don
gametalar,ga-me-ta-lar
gametangiy,ga-me-ta-ngiy
gametangiyli,ga-me-ta-ngiy-li
gametofit,ga-me-to-fit
gametofor,ga-me-to-for
gametogenez,ga-me-to-ge-nez
gametogoniya,ga-me-to-go-ni-ya
gamiltonian,ga-mil-to-ni-an
gamma,gam-ma
gamma-aktinometr,gam-ma--ak-ti-no-metr
gamma-aktiv,gam-ma--ak-tiv
gamma-aktivlik,gam-ma--ak-tiv-lik
gamma-apparat,gam-ma--ap-pa-rat
gamma-astronomiya,gam-ma--ast-ro-no-mi-ya
gamma-defektoskop,gam-ma--de-fek-tos-kop
gamma-defektoskopiya,gam-ma--de-fek-tos-ko-pi-ya
gamma-dozimetr,gam-ma--do-zi-metr
gamma-dozimetriya,gam-ma--do-zi-met-ri-ya
gamma-ensefalogramma,gam-ma--en-se-fa-log-ram-ma
gamma-faza,gam-ma--fa-za
gamma-fazo,gam-ma--fa-zo
gamma-fon,gam-ma--fon
gamma-fotometr,gam-ma--fo-to-metr
gamma-fotometriya,gam-ma--fo-to-met-ri-ya
gamma-foton,gam-ma--fo-ton
gamma-funksiya,gam-ma--funk-si-ya
gamma-globulinlar,gam-ma-g-lo-bu-lin-lar
gamma-izomer,gam-ma--i-zo-mer
gamma-izomeriya,gam-ma--i-zo-me-ri-ya
gamma-kamera,gam-ma--ka-me-ra
gamma-karotaj,gam-ma--ka-ro-taj
gamma-kenglik,gam-ma--keng-lik
gamma-kesim,gam-ma--ke-sim
gamma-korreksiya,gam-ma--kor-rek-si-ya
gamma-kvant,gam-ma-k-vant
gamma-manba,gam-ma--man-ba
gamma-maydon,gam-ma--may-don
gamma-nazorat,gam-ma--na-zo-rat
gamma-nurlagich,gam-ma--nur-la-gich
gamma-nurlanish,gam-ma--nur-la-nish
gamma-nurlar,gam-ma--nur-lar
gamma-nurlash,gam-ma--nur-lash
gamma-nurlatkich,gam-ma--nur-lat-kich
gamma-nurlovchi,gam-ma--nur-lov-chi
gamma-oqim,gam-ma--o-qim
gamma-o‘lchagich,gam-ma--o‘l-cha-gich
gamma-o‘tish,gam-ma--o‘-tish
gamma-qurilma,gam-ma--qu-ril-ma
gamma-radioaktivlik,gam-ma--ra-di-o-ak-tiv-lik
gamma-radiometr,gam-ma--ra-di-o-metr
gamma-rasm,gam-ma--rasm
gamma-sanagich,gam-ma--sa-na-gich
gamma-spektr,gam-ma-s-pektr
gamma-spektrograf,gam-ma-s-pekt-rog-raf
gamma-spektrometr,gam-ma-s-pekt-ro-metr
gamma-spektrometriya,gam-ma-s-pekt-ro-met-ri-ya
gamma-spektroskopiya,gam-ma-s-pekt-ros-ko-pi-ya
gamma-syomka,gam-ma-s-yom-ka
gamma-terapiya,gam-ma--te-ra-pi-ya
gamma-uran,gam-ma--u-ran
gammagrafik,gam-mag-ra-fik
gammagrafiya,gam-mag-ra-fi-ya
gammagramma,gam-mag-ram-ma
gammalon,gam-ma-lon
gamonlar,ga-mon-lar
gan,gan
gana,ga-na
ganak,ga-nak
ganch,ganch
ganchkor,ganch-kor
ganchkoriy,ganch-ko-riy
ganchkorlik,ganch-kor-lik
ganchlamoq,ganch-la-moq
ganchlanmoq,ganch-lan-moq
ganchlash,ganch-lash
ganchlashish,ganch-la-shish
ganchlashmoq,ganch-lash-moq
ganchlatmoq,ganch-lat-moq
ganchli,ganch-li
ganchlov,ganch-lov
ganchsiz,ganch-siz
ganda,gan-da
gandamiya,gan-da-mi-ya
gandbol,gand-bol
gandbolchi,gand-bol-chi
gandikap,gan-di-kap
gandiraklamoq,gan-di-rak-la-moq
gandiraklash,gan-di-rak-lash
gandiraklatmoq,gan-di-rak-lat-moq
gandiraklov,gan-di-rak-lov
gandizm,gan-dizm
gandum,gan-dum
gang,gang
gangimoq,ga-ngi-moq
gangir-gungur,ga-ngir-gu-ngur
gangiraganlik,ga-ngi-ra-gan-lik
gangiramoq,ga-ngi-ra-moq
gangirbosh,ga-ngir-bosh
gangitish,ga-ngi-tish
gangitmoq,ga-ngit-moq
gangitmoqlik,ga-ngit-moq-lik
ganglioblokatorlar,gang-li-ob-lo-ka-tor-lar
ganglioma,gang-li-o-ma
ganglion,gang-li-on
ganglionevroma,gang-li-o-nev-ro-ma
ganglioradikulit,gang-li-o-ra-di-ku-lit
gangliotsitoma,gang-li-ot-si-to-ma
gangliozidlar,gang-li-o-zid-lar
gangliy,gang-liy
gangramoq,gang-ra-moq
gangratish,gang-ra-tish
gangratmoq,gang-rat-moq
gangrena,gang-re-na
gangrenali,gang-re-na-li
gangrov,gang-rov
gangster,gangs-ter
ganj,ganj
ganjina,gan-ji-na
ganjxok,ganj-xok
ganofillit,ga-no-fil-lit
ganoidlar,ga-no-id-lar
gantel,gan-tel
gaolyan,ga-ol-yan
gap,gap
gap-gashtak,gap-gash-tak
gap-gurung,gap-gu-rung
gap-so‘z,gap-so‘z
gap-toponim,gap-to-po-nim
gapboz,gap-boz
gapbozlik,gap-boz-lik
gapchi,gap-chi
gapchil,gap-chil
gapchilik,gap-chi-lik
gapchillik,gap-chil-lik
gapdon,gap-don
gapdonlik,gap-don-lik
gapira-gapira,ga-pi-ra--ga-pi-ra
gapiravermoq,ga-pi-ra-ver-moq
gapirayozmoq,ga-pi-ra-yoz-moq
gapirgizish,ga-pir-gi-zish
gapirgizmoq,ga-pir-giz-moq
gapirilmoq,ga-pi-ril-moq
gapirinmoq,ga-pi-rin-moq
gapirish,ga-pi-rish
gapirishmoq,ga-pi-rish-moq
gapirishuv,ga-pi-ri-shuv
gapirmoq,ga-pir-moq
gapirtirish,ga-pir-ti-rish
gapirtirmoq,ga-pir-tir-moq
gapirtiruv,ga-pir-ti-ruv
gapirtmoq,ga-pirt-moq
gapiruv,ga-pi-ruv
gapiruvchi,ga-pi-ruv-chi
gaplasha-gaplasha,gap-la-sha--gap-la-sha
gaplashayotganlik,gap-la-sha-yot-gan-lik
gaplashish,gap-la-shish
gaplashmoq,gap-lash-moq
gaplashtirish,gap-lash-ti-rish
gaplashtirmoq,gap-lash-tir-moq
gaplashtiruv,gap-lash-ti-ruv
gaplashtiruvchi,gap-lash-ti-ruv-chi
gaplashuv,gap-la-shuv
gaplashuvchi,gap-la-shuv-chi
gapli,gap-li
gaplobakteriyalar,gap-lo-bak-te-ri-ya-lar
gaplofaza,gap-lo-fa-za
gaplografiya,gap-log-ra-fi-ya
gaploid,gap-lo-id
gaploidlik,gap-lo-id-lik
gaplologiya,gap-lo-lo-gi-ya
gaplostela,gap-los-te-la
gaposhi,ga-po-shi
gapquvar,gap-qu-var
gapquvarlik,gap-qu-var-lik
gapshunoslik,gap-shu-nos-lik
gapsiz,gap-siz
gapsotar,gap-so-tar
gapsotarlik,gap-so-tar-lik
gaptenlar,gap-ten-lar
gapteralar,gap-te-ra-lar
gaptotropizm,gap-tot-ro-pizm
gapuqmas,ga-puq-mas
gapxona,gap-xo-na
gapxor,gap-xor
gapxo‘r,gap-xo‘r
gapxo‘rlik,gap-xo‘r-lik
gar,gar
garaj,ga-raj
garang,ga-rang
garanglanish,ga-rang-la-nish
garanglanmoq,ga-rang-lan-moq
garanglatish,ga-rang-la-tish
garanglatmoq,ga-rang-lat-moq
garanglik,ga-rang-lik
garangnamo,ga-rang-na-mo
garangsimoq,ga-rang-si-moq
garangsitish,ga-rang-si-tish
garangsitmoq,ga-rang-sit-moq
garangtob,ga-rang-tob
garant,ga-rant
garantiya,ga-ran-ti-ya
garantiyalamoq,ga-ran-ti-ya-la-moq
garantiyalash,ga-ran-ti-ya-lash
garantiyali,ga-ran-ti-ya-li
garantiyasiz,ga-ran-ti-ya-siz
garaylar,ga-ray-lar
garazon,ga-ra-zon
garazondek,ga-ra-zon-dek
garbil,gar-bil
garchand,gar-chand
garchi,gar-chi
garchiki,gar-chi-ki
gard,gard
gard-chang,ga-rd-chang
gard-gard,ga-rd-gard
gard-g‘ubor,ga-rd-g‘u-bor
gard-qurum,ga-rd-qu-rum
gard-to‘zon,ga-rd-to‘-zon
gardan,gar-dan
gardana,gar-da-na
gardanband,gar-dan-band
gardanbasta,gar-dan-bas-ta
gardang‘avs,gar-da-ngavs
gardang‘avslik,gar-da-ngavs-lik
gardankash,gar-dan-kash
gardankashlik,gar-dan-kash-lik
gardday,gard-day
gardeniya,gar-de-ni-ya
garderob,gar-de-rob
garderobchi,gar-de-rob-chi
garderobchilik,gar-de-rob-chi-lik
garderobxona,gar-de-rob-xo-na
gardin,gar-din
gardina,gar-di-na
gardish,gar-dish
gardishlamoq,gar-dish-la-moq
gardishlanmoq,gar-dish-lan-moq
gardishli,gar-dish-li
gardishsiz,gar-dish-siz
gardkam,gard-kam
gardkamchi,gard-kam-chi
gardkamchilik,gard-kam-chi-lik
gardli,gard-li
gardsiz,gard-siz
gardun,gar-dun
gargramoq,garg-ra-moq
garillamoq,ga-ril-la-moq
garillash,ga-ril-lash
garillov,ga-ril-lov
garm,garm
garma,gar-ma
garmdori,garm-do-ri
garmiyon,gar-mi-yon
garmon,gar-mon
garmoncha,gar-mon-cha
garmonchi,gar-mon-chi
garmonchilik,gar-mon-chi-lik
garmonik,gar-mo-nik
garmonika,gar-mo-ni-ka
garmoniya,gar-mo-ni-ya
garmoniyalash,gar-mo-ni-ya-lash
garmoniyalashtirish,gar-mo-ni-ya-lash-ti-rish
garmoniyalashtirmoq,gar-mo-ni-ya-lash-tir-moq
garmoniyali,gar-mo-ni-ya-li
garmonizatsiya,gar-mo-ni-zat-si-ya
garmonizm,gar-mo-nizm
garmonlik,gar-mon-lik
garnir,gar-nir
garnitur,gar-ni-tur
garnitura,gar-ni-tu-ra
garniyerit,gar-ni-ye-rit
garnizon,gar-ni-zon
garov,ga-rov
garovchi,ga-rov-chi
garovli,ga-rov-li
garovxona,ga-rov-xo-na
garpius,gar-pi-us
garpiya,gar-pi-ya
garpun,gar-pun
garpunchi,gar-pun-chi
garra-garra,gar-ra--gar-ra
gashetka,ga-shet-ka
gashir,ga-shir
gasht,gasht
gasht-guzar,ga-sht-gu-zar
gashtak,gash-tak
gashti,gash-ti
gashtin,gash-tin
gashtli,gasht-li
gasteromitsetlar,gas-te-ro-mit-set-lar
gastralgiya,gast-ral-gi-ya
gastrektomiya,gast-rek-to-mi-ya
gastridin,gast-ri-din
gastrin,gast-rin
gastrit,gast-rit
gastrobiopsiya,gast-ro-bi-op-si-ya
gastroduodenit,gast-ro-du-o-de-nit
gastroenterit,gast-ro-en-te-rit
gastroenterokolit,gast-ro-en-te-ro-ko-lit
gastroenterolog,gast-ro-en-te-ro-log
gastroenterologiya,gast-ro-en-te-ro-lo-gi-ya
gastrofilyoz,gast-ro-fil-yoz
gastrograf,gast-rog-raf
gastrografiya,gast-rog-ra-fi-ya
gastrokopta,gast-ro-kop-ta
gastrol,gast-rol
gastrol-konsert,gast-rol-kon-sert
gastrolchi,gast-rol-chi
gastrolit,gast-ro-lit
gastrologiya,gast-ro-lo-gi-ya
gastrolyor,gast-rol-yor
gastronom,gast-ro-nom
gastronomiya,gast-ro-no-mi-ya
gastroplaz,gast-rop-laz
gastroploz,gast-rop-loz
gastropodalar,gast-ro-po-da-lar
gastrorragiya,gast-ror-ra-gi-ya
gastroskop,gast-ros-kop
gastroskopiya,gast-ros-ko-pi-ya
gastrospazm,gast-ros-pazm
gastrostoma,gast-ros-to-ma
gastrotomiya,gast-ro-to-mi-ya
gastrotsel,gast-rot-sel
gastrozooid,gast-ro-zo-o-id
gastrula,gast-ru-la
gastrulyatsiya,gast-rul-yat-si-ya
gaubitsa,ga-u-bit-sa
gauptvaxta,ga-upt-vax-ta
gaur,ga-ur
gausmanit,ga-us-ma-nit
gauss,ga-uss
gaussometr,ga-us-so-metr
gaustoriyalar,ga-us-to-ri-ya-lar
gavan,ga-van
gavara,ga-va-ra
gavayi,ga-va-yi
gavayiliklar,ga-va-yi-lik-lar
gavaz,ga-vaz
gavda,gav-da
gavdalanish,gav-da-la-nish
gavdalanmoq,gav-da-lan-moq
gavdalantirilish,gav-da-lan-ti-ri-lish
gavdalantirilmoq,gav-da-lan-ti-ril-moq
gavdalantirish,gav-da-lan-ti-rish
gavdalantirmoq,gav-da-lan-tir-moq
gavdalantiruv,gav-da-lan-ti-ruv
gavdalanuv,gav-da-la-nuv
gavdalanuvchi,gav-da-la-nuv-chi
gavdali,gav-da-li
gavdasiz,gav-da-siz
gavhar,gav-har
gavharafshon,gav-ha-raf-shon
gavharbor,gav-har-bor
holsiz,hol-siz
holsizlanganlik,hol-siz-la-ngan-lik
holsizlanmoq,hol-siz-lan-moq
holsizlik,hol-siz-lik
holva,hol-va
holvachi,hol-va-chi
holvafurush,hol-va-fu-rush
holvafurushlik,hol-va-fu-rush-lik
holvagar,hol-va-gar
holvapaz,hol-va-paz
holvapazlik,hol-va-paz-lik
holvaytar,hol-vay-tar
homila,ho-mi-la
homilador,ho-mi-la-dor
homiladorlik,ho-mi-la-dor-lik
homilali,ho-mi-la-li
homiy,ho-miy
homiylik,ho-miy-lik
homiysiz,ho-miy-siz
homiz,ho-miz
homuz,ho-muz
homuza,ho-mu-za
hopitish,ho-pi-tish
hopitishmoq,ho-pi-tish-moq
hopitmoq,ho-pit-moq
hopittirmoq,ho-pit-tir-moq
hopituv,ho-pi-tuv
hordiq,hor-diq
hordiqxona,hor-diq-xo-na
horgin,hor-gin
horg‘in,hor-g‘in
horg‘in-horg‘in,hor-g‘in-hor-g‘in
horg‘inlashmoq,hor-g‘in-lash-moq
horg‘inlik,hor-g‘in-lik
horib-charchab,ho-rib-char-chab
horib-tolib,ho-rib-to-lib
horiganlik,ho-ri-gan-lik
horimoq,ho-ri-moq
horish-charchash,ho-rish-char-chash
horitish,ho-ri-tish
horitmoq,ho-rit-moq
horittirmoq,ho-rit-tir-moq
horituv,ho-ri-tuv
horma,hor-ma
hormang,hor-mang
hormas,hor-mas
hormas-tolmas,hor-mas-tol-mas
hormasdan,hor-mas-dan
hormaslik,hor-mas-lik
hormay-tolmay,hor-may-tol-may
hormoq,hor-moq
hormoqlik,hor-moq-lik
hoshimiylar,ho-shi-miy-lar
hoshiya,ho-shi-ya
hoshiya-yo‘l,ho-shi-ya--yo‘l
hoshiyador,ho-shi-ya-dor
hoshiyalamoq,ho-shi-ya-la-moq
hoshiyalanmoq,ho-shi-ya-lan-moq
hoshiyali,ho-shi-ya-li
hoshiyasiz,ho-shi-ya-siz
hoshlyalamoq,hoshl-ya-la-moq
hosho,ho-sho
hosid,ho-sid
hosil,ho-sil
hosila,ho-si-la
hosilan,ho-si-lan
hosilaviy,ho-si-la-viy
hosilaviylik,ho-si-la-viy-lik
hosildor,ho-sil-dor
hosildorlik,ho-sil-dor-lik
hosilli,ho-sil-li
hosilobrona,ho-si-lob-ro-na
hosilot,ho-si-lot
hosilotlik,ho-si-lot-lik
hosilotxona,ho-si-lot-xo-na
hosilquloq,ho-sil-qu-loq
hosilsiz,ho-sil-siz
hosilsizlik,ho-sil-siz-lik
hosiyat,ho-si-yat
hosiyatli,ho-si-yat-li
hosiyatsiz,ho-si-yat-siz
hotam,ho-tam
hotamlik,ho-tam-lik
hotamtoy,ho-tam-toy
